,Recommended Mapping Category,Relevancy Label,refSource,Unnamed: 4,category,label,targetType,adword,mappingModality,version,targetLabel,score,version.1
167,,N,imagenet,,building,['barn'],inclusion,Home & Garden,text+video,2,Home & Garden,0.75009468,2
168,,N,imagenet,,building,['barn'],inclusion,Home & Garden|Remodeling & Construction,text+video,2,Home & Garden|Remodeling & Construction,0.7370456590000001,2
169,,N,imagenet,,building,['barn'],inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.7399479640000001,2
170,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Education industry,text+video,2,Business and Finance||Education industry,0.738661468,2
171,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Entertainment Industry,text+video,2,Business and Finance||Entertainment Industry,0.715126748,2
172,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Financial Industry,text+video,2,Business and Finance||Financial Industry,0.733715718,2
173,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Healthcare Industry,text+video,2,Business and Finance||Healthcare Industry,0.740253662,2
174,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Media Industry,text+video,2,Business and Finance||Media Industry,0.74668574,2
175,,L,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Technology Industry,text+video,2,Business and Finance||Technology Industry,0.827032917,2
176,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Telecommunications Industry,text+video,2,Business and Finance||Telecommunications Industry,0.731469712,2
177,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Automotive Industry,text+video,2,Business and Finance||Automotive Industry,0.744560698,2
178,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Aviation Industry,text+video,2,Business and Finance||Aviation Industry,0.737978406,2
179,,L,imagenet,,technology,['barometer'],inclusion,Technology & Computing,text+video,2,Technology & Computing,0.7724265140000001,2
180,,H,imagenet,,technology,['barometer'],inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.75392907,2
181,,N,imagenet,,technology,['barometer'],inclusion,Business and Finance|Industries|Hospitality Industry,text+video,2,Business and Finance||Hospitality Industry,0.694014875,2
182,,L,imagenet,,technology,['barometer'],inclusion,Science,text+video,2,Science,0.683667164,2
183,,N,imagenet,,technology,['barometer'],inclusion,Technology & Computing|Consumer Electronics|Smartphones,text+video,2,Technology & Computing||Smartphones,0.619087862,2
184,,N,imagenet,,fish,"['barracouta', 'snoek']",inclusion,Pets|Birds,text+video,2,Pets|Birds,0.750080209,2
185,,H,imagenet,,fish,"['barracouta', 'snoek']",inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.757510432,2
186,,H,imagenet,,tool,"['barrow', 'garden cart', 'lawn cart', 'wheelbarrow']",inclusion,Home & Garden,text+video,2,Home & Garden,0.737058219,2
187,,H,imagenet,,tool,"['barrow', 'garden cart', 'lawn cart', 'wheelbarrow']",inclusion,Home & Garden|Gardening,text+video,2,Home & Garden|Gardening,0.75148269,2
188,,H,imagenet,,tool,"['barrow', 'garden cart', 'lawn cart', 'wheelbarrow']",inclusion,Home & Garden|Landscaping,text+video,2,Home & Garden|Landscaping,0.732089512,2
189,,N,imagenet,,tool,"['barrow', 'garden cart', 'lawn cart', 'wheelbarrow']",inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.722392409,2
190,,N,imagenet,,ball,['baseball'],inclusion,Hobbies & Interests|Games and Puzzles|Card Games,text+video,2,Hobbies & Interests||Card Games,0.7109527179999999,2
191,,H,imagenet,,ball,['baseball'],inclusion,Sports,text+video,2,Sports,0.755034015,2
192,,H,imagenet,,dog,['basenji'],inclusion,Pets,text+video,2,Pets,0.723355592,2
193,,N,imagenet,,dog,['basenji'],inclusion,Pets|Cats,text+video,2,Pets|Cats,0.757772737,2
194,,H,imagenet,,dog,['basenji'],inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.824855618,2
195,,H,imagenet,,ball,['basketball'],inclusion,Sports,text+video,2,Sports,0.7799013659999999,2
196,,N,imagenet,,dog,"['basset', 'basset hound']",inclusion,Pets|Cats,text+video,2,Pets|Cats,0.752618608,2
197,,H,imagenet,,dog,"['basset', 'basset hound']",inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.8099861420000001,2
198,,H,imagenet,,instrument,['bassoon'],inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.8162677740000001,2
199,,N,imagenet,,decor,['bath towel'],inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.7522241479999999,2
200,,N,imagenet,,decor,['bath towel'],inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.716623338,2
201,,N,imagenet,,decor,['bath towel'],inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.733985648,2
202,,L,imagenet,,hat,"['bathing cap', 'swimming cap']",inclusion,Style & Fashion|Women's Fashion|Women's Clothing|Women's Formal Wear,text+video,2,Style & Fashion|||Women's Formal Wear,0.730378125,2
203,,N,imagenet,,hat,"['bathing cap', 'swimming cap']",inclusion,Style & Fashion|Men's Fashion|Men's Clothing,text+video,2,Style & Fashion||Men's Clothing,0.7212538390000001,2
204,,N,imagenet,,hat,"['bathing cap', 'swimming cap']",inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Casual Wear,text+video,2,Style & Fashion|||Men's Casual Wear,0.7441676220000001,2
205,,L,imagenet,,hat,"['bathing cap', 'swimming cap']",inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Formal Wear,text+video,2,Style & Fashion|||Men's Formal Wear,0.741328375,2
206,,N,imagenet,,furniture,"['bathtub', 'bathing tub', 'bath', 'tub']",inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.745541419,2
207,,H,imagenet,,furniture,"['bathtub', 'bathing tub', 'bath', 'tub']",inclusion,Home & Garden,text+video,2,Home & Garden,0.733386097,2
208,,N,imagenet,,furniture,"['bathtub', 'bathing tub', 'bath', 'tub']",inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.731951934,2
209,,H,imagenet,,furniture,"['bathtub', 'bathing tub', 'bath', 'tub']",inclusion,Style & Fashion|Personal Care|Bath and Shower,text+video,2,Style & Fashion||Bath and Shower,0.9520078240000001,2
210,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Body Styles|Commercial Trucks,text+video,2,Automotive||Commercial Trucks,0.749277622,2
211,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Body Styles|Sedan,text+video,2,Automotive||Sedan,0.7443821959999999,2
212,,H,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.978162367,2
213,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Body Styles|Minivan,text+video,2,Automotive||Minivan,0.767370223,2
214,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Body Styles|Pickup Trucks,text+video,2,Automotive||Pickup Trucks,0.7582806809999999,2
215,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.748169248,2
216,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.766356165,2
217,,L,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Rentals,text+video,2,Automotive|Auto Rentals,0.718831715,2
218,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.7176932690000001,2
219,,L,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Travel|Travel Type|Beach Travel,text+video,2,Travel||Beach Travel,0.7330030679999999,2
220,,N,imagenet,,vehicle,"['beach wagon', 'station wagon', 'wagon', 'estate car', 'beach waggon', 'station waggon', 'waggon']",inclusion,Automotive|Auto Body Styles|Van,text+video,2,Automotive||Van,0.609922041,2
221,,N,imagenet,,dog,['beagle'],inclusion,Pets|Cats,text+video,2,Pets|Cats,0.805364106,2
222,,H,imagenet,,dog,['Bedlington terrier'],inclusion,Pets,text+video,2,Pets,0.714706725,2
223,,N,imagenet,,dog,['Bedlington terrier'],inclusion,Pets|Cats,text+video,2,Pets|Cats,0.720196857,2
224,,H,imagenet,,dog,['Bedlington terrier'],inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.7999934609999999,2
225,,H,imagenet,,bird,['bee eater'],inclusion,Pets|Birds,text+video,2,Pets|Birds,0.8142463040000001,2
226,,H,imagenet,,food,['beer bottle'],inclusion,Business and Finance|Industries|Food Industry,text+video,2,Business and Finance||Food Industry,0.784907495,2
227,,L,imagenet,,food,['beer bottle'],inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.7242158320000001,2
228,,N,imagenet,,food,['beer bottle'],inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.7481056690000001,2
229,,H,imagenet,,food,['beer bottle'],inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.746185324,2
230,,H,imagenet,,food,['beer glass'],inclusion,Business and Finance|Industries|Food Industry,text+video,2,Business and Finance||Food Industry,0.8049292140000001,2
231,,H,imagenet,,food,['beer glass'],inclusion,Events and Attractions|Bars & Restaurants,text+video,2,Events and Attractions|Bars & Restaurants,0.733760118,2
232,,N,imagenet,,food,['beer glass'],inclusion,Fine Art,text+video,2,Fine Art,0.729580337,2
233,,L,imagenet,,food,['beer glass'],inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.7472255329999999,2
234,,N,imagenet,,food,['beer glass'],inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.778899349,2
235,,L,imagenet,,food,['beer glass'],inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.783072799,2
236,,H,imagenet,,vegetable,['bell pepper'],inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.7408405929999999,2
237,,L,imagenet,,vegetable,['bell pepper'],inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.7343749559999999,2
238,,H,imagenet,,dog,['Bernese mountain dog'],inclusion,Pets,text+video,2,Pets,0.743382765,2
239,,N,imagenet,,dog,['Bernese mountain dog'],inclusion,Pets|Cats,text+video,2,Pets|Cats,0.767212865,2
240,,H,imagenet,,dog,['Bernese mountain dog'],inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.840041486,2
241,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.722150489,2
242,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Handbags and Wallets,text+video,2,Style & Fashion|||Women's Handbags and Wallets,0.711567395,2
243,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Women's Fashion|Women's Clothing,text+video,2,Style & Fashion||Women's Clothing,0.78919363,2
244,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Women's Fashion|Women's Clothing|Women's Formal Wear,text+video,2,Style & Fashion|||Women's Formal Wear,0.736351412,2
245,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Women's Fashion|Women's Shoes and Footwear,text+video,2,Style & Fashion||Women's Shoes and Footwear,0.7482049620000001,2
246,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Men's Fashion|Men's Clothing,text+video,2,Style & Fashion||Men's Clothing,0.7873696259999999,2
247,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Casual Wear,text+video,2,Style & Fashion|||Men's Casual Wear,0.7506507859999999,2
248,,N,imagenet,,clothing,['bib'],inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Formal Wear,text+video,2,Style & Fashion|||Men's Formal Wear,0.73234211,2
249,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Automotive|Auto Body Styles|Commercial Trucks,text+video,2,Automotive||Commercial Trucks,0.735539022,2
250,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.761802489,2
251,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.7273971859999999,2
252,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Automotive|Motorcycles,text+video,2,Automotive|Motorcycles,0.713955035,2
253,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.825415605,2
254,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Automotive|Auto Parts,text+video,2,Automotive|Auto Parts,0.715847129,2
255,,H,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.721923109,2
256,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Family and Relationships|Parenting|Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.740462286,2
257,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.736857542,2
258,,N,imagenet,,vehicle,"['bicycle-built-for-two', 'tandem bicycle', 'tandem']",inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.74145487,2
259,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion||Men's Clothing,text+video,2,Style & Fashion||Men's Clothing,0.827295549,"1,2"
260,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Automotive|Auto Body Styles,text+video,2,Automotive|Auto Body Styles,0.750463733,2
261,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.72035552,2
262,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Events and Attractions|Fashion Events,text+video,2,Events and Attractions|Fashion Events,0.727496943,2
263,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Family and Relationships|Parenting|Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.750997479,2
264,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.716383943,2
265,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Fine Art,text+video,2,Fine Art,0.7359291029999999,2
266,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.727632177,2
267,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.712343253,2
268,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.7181006759999999,2
269,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.758549716,2
270,,H,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion,text+video,2,Style & Fashion,0.768798012,2
271,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Beauty,text+video,2,Style & Fashion|Beauty,0.715243745,2
272,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.7115762109999999,2
273,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.774531851,2
274,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Handbags and Wallets,text+video,2,Style & Fashion|||Women's Handbags and Wallets,0.777869178,2
275,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Jewelry and Watches,text+video,2,Style & Fashion|||Women's Jewelry and Watches,0.798647813,2
276,,H,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Women's Fashion|Women's Clothing,text+video,2,Style & Fashion||Women's Clothing,0.832437622,2
277,,L,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Women's Fashion|Women's Clothing|Women's Formal Wear,text+video,2,Style & Fashion|||Women's Formal Wear,0.80434618,2
278,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Women's Fashion|Women's Shoes and Footwear,text+video,2,Style & Fashion||Women's Shoes and Footwear,0.791988182,2
279,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Casual Wear,text+video,2,Style & Fashion|||Men's Casual Wear,0.804255479,2
280,,N,imagenet,,clothing,"['bikini', 'two-piece']",inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Formal Wear,text+video,2,Style & Fashion|||Men's Formal Wear,0.7982307540000001,2
